State,District,Latitude,Longitude
Uttar Pradesh,Rae Bareli,26.2539,81.2226
Uttar Pradesh,Rampur,28.83245,79.10977
Uttar Pradesh,Saharanpur,30.03381,77.59905
Uttar Pradesh,Shamli,29.4501,77.3122
Uttar Pradesh,SANT KABIR NAGAR,26.7916,83.03878
Uttar Pradesh,SANT RAVIDAS NAGAR,25.36458,82.43495
Uttar Pradesh,Shahjahanpur,27.99139,79.83023
Uttar Pradesh,Shravasti,27.60492,81.7932
Uttar Pradesh,Siddharth Nagar,27.20738,82.78665
Uttar Pradesh,Sitapur,27.502,80.85289
Uttar Pradesh,Sonbhadra,24.46693,83.06816
Uttar Pradesh,Sultanpur,26.28464,82.0571
Uttar Pradesh,Unnao,26.63164,80.63677
Uttar Pradesh,Varanasi,25.36057,82.8253
Uttaranchal,Almora,29.68353,79.50165
Uttaranchal,Bageshwar,29.98703,79.83954
Uttaranchal,Chamoli,30.58339,79.56281
Uttaranchal,Champawat,29.29142,80.0772
Uttaranchal,DEHRADUN,30.53333,77.90884
Uttaranchal,Haridwar,29.88606,77.9298
Uttaranchal,NAINITAL,29.33637,79.49979
Uttaranchal,Pauri Garhwal,29.97807,78.7745
Uttaranchal,Pithoragarh,30.14721,80.34229
Uttaranchal,Rudra Prayag,30.55658,79.09422
Uttaranchal,Tehri Garhwal,30.4637,78.48784
Uttaranchal,Udham Singh Nagar,29.0278,79.45629
Uttaranchal,UTTAR KASHI,30.96896,78.56881
West Bengal,Bankura,23.08128,87.1264
West Bengal,BARDHAMAN,23.44445,87.81506
West Bengal,Birbhum,24.06389,87.65153
West Bengal,COOCHBEHAR,26.317,89.4471
West Bengal,DINAJPUR DAKSHIN,25.34209,88.69822
West Bengal,DARJEELING,26.83962,88.33145
West Bengal,MEDINIPUR EAST,21.992,87.92281
West Bengal,HOWRAH,22.40167,87.99421
West Bengal,HOOGHLY,22.87929,88.0001
West Bengal,Jalpaiguri,26.62642,89.04154
West Bengal,Kochbihar,26.25052,89.30614
West Bengal,Kolkata,22.55058,88.35276
West Bengal,Maldah,25.08027,88.17192
West Bengal,Murshidabad,24.25951,88.16817
West Bengal,Nadia,23.56411,88.58293
West Bengal,24 PARAGANAS NORTH,22.06239,88.87794
West Bengal,PURULIA,23.25419,86.39685
West Bengal,24 PARAGANAS SOUTH,21.85443,88.44537
West Bengal,DINAJPUR UTTAR,26.04462,88.23595
West Bengal,MEDINIPUR WEST,22.3549,87.23101
Uttar Pradesh,Sambhal,28.590361,78.571762
